Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Revenue,Month
6403-1,2016-10-23,Sean ODonnell,"541 Church St ,Richmond",Melbourne,VIC,Consumer,Yvette Biti,High,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2016-10-30,3.5,5.74,$2.24,9.0,1861.72,9%,81.02,"$1,663.75",5.01,1657.25,1663.75,2016-10
6403-1,2016-10-15,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Small Business,Yvette Biti,Medium,Airmail Envelopes,Office Supplies,Wrap Bag,Express Air,2016-10-15,52.04,83.93,$31.89,12.0,3698.46,5%,332.86,"$3,375.64",19.99,3353.64,3375.64,2016-10
6403-2,2013-12-05,Trudy Brown,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Economy Rollaway Files,Office Supplies,Wrap Bag,Regular Air,2013-12-07,67.73,165.2,$97.47,10.0,1652.0,1%,146.98,"$1,519.84",19.99,1539.83,1519.84,2013-12
6405-1,2015-08-26,Edward Becker,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Corporate,Natasha Song,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2015-08-27,3.48,5.43,$1.95,15.0,63.56,3%,1.41,$64.43,0.95,65.53,64.43,2015-08
6405-2,2016-03-17,Anthony Ganvery,"470 Anzac Parade,Kingsford",Sydney,NSW,Small Business,Tina Carlton,Not Specified,Economy Rollaway Files,Office Supplies,Small Box,Regular Air,2016-03-19,67.73,165.2,$97.47,33.0,5080.74,7%,0.0,"$5,788.42",19.99,5062.58,5788.42,2016-03
6405-2,2016-03-17,Duae Moringaez,"88 Oxford St,Woollahra",Sydney,NSW,Small Business,Charlie Bui,High,"DrawIt Pizazz Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Wrap Bag,Regular Air,2016-03-18,2.39,4.26,$1.87,39.0,345.84,4%,4.85,$401.83,1.2,415.33,401.83,2016-03
6406-1,2016-01-28,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Box,Regular Air,2016-01-29,13.64,20.98,$7.34,23.0,385.06,2%,91.82,$379.68,1.49,395.93,379.68,2016-01
6407-1,2015-11-10,Chuck Clark,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,2015-11-10,2.45,3.89,$1.44,10.0,222.08,4%,12.29,$209.51,7.01,293.2,209.51,2015-11
6407-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,2016-09-20,4.79,11.97,$7.18,27.0,454.86,10%,9.1,$445.76,5.81,451.57,445.76,2016-09
6407-1,2016-05-14,Sonia Sunley,"1/50-58 Hunter St,Sydney",Sydney,NSW,Consumer,Preston Senome,Medium,Artisan Printable Repositionable Plastic Tabs,Furniture,Small Pack,Regular Air,2016-05-16,5.33,8.6,$3.27,18.0,429.45,4%,12.49,$400.89,6.19,403.83,400.89,2016-05
6407-1,2016-03-17,Carol Darley,"Crown Complex,Southbank",Melbourne,VIC,Corporate,Yvette Biti,Critical,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-03-16,3.84,6.3,$2.46,16.0,44.85,6%,4.04,$40.01,0.5,42.47,40.01,2016-03
6407-1,2015-11-01,Bobby Trafton,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Corporate,Mihael Khan,Critical,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2015-11-03,0.93,1.6,$0.67,36.0,40.2,0%,4.1,$38.36,1.29,49.53,38.36,2015-11
6407-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Low,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Express Air,2016-09-20,4.79,11.97,$7.18,41.0,454.86,8%,9.1,$445.76,5.81,451.57,445.76,2016-09
6408-1,2014-11-19,Brendan Murry,"797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Colored Interoffice Envelopes,Technology,Small Box,Regular Air,2014-11-21,19.83,30.98,$11.15,5.0,1509.8,9%,191.98,"$1,581.87",19.51,1549.95,1581.87,2014-11
6409-1,2016-03-12,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,Tina Carlton,Critical,Artisan 478 Labels,Technology,Small Box,Regular Air,2016-03-12,3.14,4.91,$1.77,21.0,46.92,8%,4.42,$45.42,0.5,45.94,45.42,2016-03
6409-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Regular Air,2016-09-20,3.48,5.43,$1.95,38.0,65.16,10%,0.65,$64.51,0.95,65.46,64.51,2016-09
6409-1,2016-03-24,Brank Carlisle,"99 Glebe Point Rd,Glebe",Sydney,NSW,Home Office,Natasha Song,Critical,"Wirebound Message Book, 4 per Page",Technology,Small Box,Regular Air,2016-03-25,3.48,5.43,$1.93,12.0,65.16,7%,0.75,$64.51,0.95,65.46,64.51,2016-03
6409-1,2016-12-24,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Not Specified,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,2016-01-04,2.31,3.78,$1.47,31.0,125.76,1%,12.58,$112.18,0.71,113.93,112.18,2016-12
6409-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Medium,Brown Kraft Recycled Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-10-08,11.04,16.98,$5.94,4.0,730.14,9%,65.71,$664.43,12.39,667.85,664.43,2016-10
6409-1,2016-09-20,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,2016-09-20,3.48,5.43,$1.95,40.0,65.16,0%,0.65,$64.51,0.95,65.46,64.51,2016-09
6409-1,2013-10-03,John Dryer,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,UGen Ultra Professional Cordless Optical Suite,Office Supplies,Small Box,Express Air,2013-10-05,156.5,300.97,$144.47,30.0,1249.76,9%,54.07,"$1,263.94",7.18,1299.4,1263.94,2013-10
6409-1,2016-09-20,Ashley Jarboe,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Regular Air,2016-09-20,3.48,5.43,$1.95,8.0,65.16,0%,0.75,$64.51,0.95,65.46,64.51,2016-09
6409-1,2015-12-31,Matt Collister,"99 Glebe Point Rd,Glebe",Sydney,NSW,Small Business,Natasha Song,Critical,Artisan 478 Labels,Office Supplies,Small Box,Regular Air,2016-01-01,3.14,4.91,$1.77,20.0,65.6,7%,5.41,$62.39,0.5,63.68,62.39,2015-12
6409-1,2016-09-20,Matthew Clasen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,"Wirebound Message Book, 4 per Page",Office Supplies,Small Box,Express Air,2016-09-20,3.48,5.43,$1.93,37.0,65.16,7%,0.65,$64.51,0.95,65.46,64.51,2016-09
6411-1,2015-05-11,Bill Stewart,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"Artisan Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,2015-05-13,1.05,1.95,$0.90,48.0,43.68,0%,2.69,$40.93,1.63,43.85,40.93,2015-05
6411-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,Tina Carlton,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2016-10-08,6.39,19.98,$13.59,48.0,730.14,4%,65.71,$664.43,4.0,676.82,664.43,2016-10
6412-1,2016-04-23,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Apex Box Cutter Scissors,Office Supplies,Wrap Bag,Express Air,2016-04-24,4.19,10.23,$6.04,15.0,1594.96,3%,0.0,"$1,345.84",4.68,1559.85,1345.84,2016-04
6413-1,2016-04-25,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Corporate,Leighton Forrest,Critical,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2016-04-26,60.59,100.98,$40.39,12.0,206.91,10%,14.48,$192.43,7.18,196.93,192.43,2016-04
6413-1,2016-12-15,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Critical,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,2016-12-24,0.93,1.6,$0.67,17.0,207.74,3%,2.07,$205.65,1.29,208.57,205.65,2016-12
6413-1,2014-01-24,Helen Andreada,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,Tina Carlton,High,Smiths Colored Interoffice Envelopes,Office Supplies,Small Box,Regular Air,2014-01-26,19.83,30.98,$11.15,13.0,1559.88,3%,62.39,"$1,497.65",19.51,1548.65,1497.65,2014-01
6413-1,2017-01-17,Ann Steele,"6-8 O'Connell Street,Newtown",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,2017-01-18,6.39,19.98,$13.59,32.0,381.64,5%,26.71,$359.95,4.0,393.63,359.95,2017-01
6414-1,2015-08-10,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 48 Labels,Office Supplies,Small Box,Regular Air,2015-08-13,3.84,6.3,$2.46,1.0,279.3,0%,8.38,$270.92,0.5,274.9,270.92,2015-08
6414-1,2014-12-05,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Small Business,Radhya Staples,High,Smiths Pushpins,Office Supplies,Small Box,Regular Air,2014-12-06,0.94,1.88,$0.94,31.0,21.8,3%,1.04,$110.56,0.79,126.85,110.56,2014-12
6415-1,2016-02-12,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2016-02-13,216.0,449.99,$233.99,40.0,5654.1,9%,49.51,"$5,577.29",24.49,5593.52,5577.29,2016-02
6415-1,2016-10-31,George Zrebassa,"73 MacLeay St,Potts Point",Sydney,NSW,Home Office,Natasha Song,Critical,Beekin 105-Key Black Keyboard,Technology,Medium Box,Regular Air,2016-11-03,6.39,19.98,$13.59,8.0,206.91,9%,13.83,$192.43,4.0,196.93,192.43,2016-10
6415-1,2016-01-09,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Critical,Smiths File Caddy,Office Supplies,Small Pack,Regular Air,2016-01-11,4.03,9.38,$5.35,9.0,198.32,7%,5.94,$193.64,7.28,196.33,193.64,2016-01
6415-1,2016-03-12,Kand Hare,"1 John Street,Waterloo",Sydney,NSW,Consumer,Charlie Bui,Low,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-03-21,3.84,6.3,$2.46,12.0,219.3,1%,2.79,$217.21,0.5,237.61,217.21,2016-03
6415-1,2016-01-26,Aleksandra Gannaway,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Small Business,Tina Carlton,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Wrap Bag,Regular Air,2016-01-28,4.46,10.89,$6.43,8.0,203.82,10%,8.04,$196.94,4.5,196.93,196.94,2016-01
6416-1,2016-11-03,Mick Barreto,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Not Specified,1726 Digital Answering Machine,Office Supplies,Wrap Bag,Regular Air,2016-11-04,8.82,20.99,$12.17,47.0,306.9,4%,20.71,$371.43,4.81,357.63,371.43,2016-11
6416-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,TechSavi Cordless Access Keyboard,Technology,Jumbo Drum,Delivery Truck,2016-01-29,14.7,29.99,$15.29,24.0,331.76,2%,9.13,$309.31,5.5,331.93,309.31,2016-01
6417-1,2016-04-24,Shahid Collister,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,Low,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-04-26,3.84,6.3,$2.46,28.0,186.82,6%,6.86,$184.74,0.5,190.54,184.74,2016-04
6417-1,2016-03-17,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Adesso Programmable 142-Key Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-03-20,32.02,152.48,$120.46,19.0,5040.54,9%,0.0,"$5,085.54",4.0,5106.02,5085.54,2016-03
6417-1,2015-11-17,Shahid Hopkins,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,"1-, Tonkins Steel Grame",Technology,Small Box,Express Air,2015-11-24,5.5,12.22,$6.72,29.0,108.5,9%,10.89,$95.07,2.85,90.69,95.07,2015-11
6417-1,2016-05-01,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Not Specified,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Technology,Small Box,Regular Air,2016-05-03,14.95,34.76,$19.81,27.0,459.28,3%,24.29,$412.83,8.22,414.63,412.83,2016-05
6417-2,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Critical,TechSavi Cordless Elite Duo,Office Supplies,Wrap Bag,Regular Air,2016-09-28,60.59,100.98,$40.39,38.0,1079.64,7%,32.39,"$1,047.25",7.18,1052.75,1047.25,2016-09
6417-2,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,2016-09-27,60.59,100.98,$40.39,9.0,1079.64,6%,32.39,"$1,047.25",7.18,1052.75,1047.25,2016-09
6417-2,2014-01-24,Parrica Meson,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,TechSavi Cordless Navigator Duo,Office Supplies,Small Box,Express Air,2014-02-02,42.11,80.98,$38.87,35.0,1057.68,3%,10.96,"$1,047.14",7.18,1052.75,1047.14,2014-01
6417-2,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,TechSavi Cordless Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-09-27,8.31,15.98,$7.67,35.0,1079.64,9%,32.39,"$1,047.25",6.5,1052.75,1047.25,2016-09
6417-2,2016-09-26,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,TechSavi Cordless Access Keyboard,Office Supplies,Wrap Bag,Regular Air,2016-09-28,14.7,29.99,$15.29,30.0,1079.64,5%,32.39,"$1,047.25",5.5,1052.75,1047.25,2016-09
6418-1,2013-07-17,Pauline Webber,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Cando PC940 Copier,Office Supplies,Wrap Bag,Regular Air,2013-07-17,278.99,449.99,$171.00,33.0,1755.09,5%,176.4,"$1,598.68",49.0,1548.69,1598.68,2013-07
6418-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Colored Interoffice Envelopes,Office Supplies,Small Pack,Regular Air,2016-10-05,19.83,30.98,$11.15,26.0,1559.36,6%,15.59,"$1,543.77",19.51,1548.69,1543.77,2016-09
6418-1,2016-08-15,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Small Business,Charlie Bui,Medium,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Regular Air,2016-08-20,19.83,30.98,$11.15,22.0,1559.36,9%,15.59,"$1,543.77",19.51,1548.69,1543.77,2016-08
6418-2,2016-09-30,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Not Specified,TechSavi Cordless Access Keyboard,Office Supplies,Small Box,Regular Air,2016-10-02,14.7,29.99,$15.29,8.0,434.48,7%,38.53,$405.06,5.5,400.04,405.06,2016-09
6419-1,2016-10-31,Roy Phan,"506 Swan Street,Richmond",Melbourne,VIC,Home Office,Connor Betts,High,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2016-11-01,3.5,5.74,$2.24,16.0,267.82,2%,13.87,$267.31,5.01,266.93,267.31,2016-10
6419-1,2016-10-31,Rick Wilson,"3 Orwell St,Potts Point",Sydney,NSW,Consumer,Leighton Forrest,High,12 Colored Short Pencils,Technology,Small Box,Regular Air,2016-10-31,1.09,2.6,$1.51,13.0,67.6,3%,5.21,$61.43,2.4,66.29,61.43,2016-10
6419-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,High,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2016-09-23,2.9,4.76,$1.86,10.0,122.8,8%,6.24,$113.76,0.88,115.79,113.76,2016-09
6420-1,2016-11-20,Tony Sayre,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 478 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-21,3.14,4.91,$1.77,4.0,97.18,0%,7.34,$85.72,0.5,95.33,85.72,2016-11
6420-1,2015-12-16,Patrick OBrill,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,Phoebe Gour,High,Ames Color-File Green Diamond Border X-ray Mailers,Office Supplies,Small Box,Regular Air,2015-12-18,52.07,83.98,$31.91,48.0,1652.82,10%,163.91,"$1,663.75",5.01,1659.64,1663.75,2015-12
6420-1,2016-03-29,Sung Shariari,"6/15 Cross Street,Double Bay",Sydney,NSW,Consumer,Leighton Forrest,Not Specified,Artisan 48 Labels,Office Supplies,Wrap Bag,Regular Air,2016-03-30,3.84,6.3,$2.46,47.0,23.36,4%,1.65,$122.35,0.5,129.45,122.35,2016-03
6421-1,2016-01-17,Jiz Kallsten,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,High,Artisan 479 Labels,Technology,Jumbo Drum,Delivery Truck,2016-01-19,1.59,2.61,$1.02,6.0,28.06,8%,2.54,$26.60,0.5,26.73,26.6,2016-01
6421-1,2017-01-19,Laurel Workman,"38/133-145 Castlereagh St,Sydney",Sydney,NSW,Corporate,Natasha Song,Medium,Apex Box Cutter Scissors,Office Supplies,Small Box,Regular Air,2017-01-21,4.19,10.23,$6.04,23.0,199.8,10%,6.49,$189.83,4.68,186.55,189.83,2017-01
6422-1,2016-07-02,Astrea Jones,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Medium,Wirebound Voice Message Log Book,Office Supplies,Wrap Bag,Regular Air,2016-07-04,2.9,4.76,$1.86,34.0,123.8,0%,12.48,$114.46,0.88,124.47,114.46,2016-07
6422-1,2013-10-03,Eric Barreto,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,Phoebe Gour,Low,Smiths Colored Interoffice Envelopes,Office Supplies,Wrap Bag,Express Air,2013-10-04,19.83,30.98,$11.15,38.0,929.4,2%,36.56,$901.51,19.51,921.03,901.51,2013-10
6423-1,2016-09-26,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2016-10-05,1.94,3.08,$1.14,38.0,41.92,7%,2.93,$48.94,0.99,46.24,48.94,2016-09
6423-1,2016-01-17,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,OIC Thumb-Tacks,Office Supplies,Small Box,Regular Air,2016-01-17,0.71,1.14,$0.43,8.0,94.02,7%,7.24,$85.26,0.7,84.76,85.26,2016-01
6423-1,2016-05-05,Shaun Weien,"310 Wattle St,Ultimo",Sydney,NSW,Small Business,Aanya Zhang,High,Binder Clips by OIC,Technology,Small Box,Regular Air,2016-05-07,0.93,1.48,$0.55,42.0,85.3,10%,4.6,$74.08,0.7,74.58,74.08,2016-05
6423-1,2016-09-22,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Low,Office Shears by Apex,Office Supplies,Wrap Bag,Express Air,2016-09-23,0.94,2.08,$1.14,19.0,88.0,0%,7.92,$80.08,2.56,81.38,80.08,2016-09
6423-1,2015-08-31,Sally Knutson,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Small Business,Mihael Khan,Low,Binder Posts,Office Supplies,Wrap Bag,Regular Air,2015-08-31,3.5,5.74,$2.24,4.0,132.32,9%,11.59,$122.43,5.01,126.75,122.43,2015-08
6423-1,2016-11-17,Michael Paige,"506 Swan Street,Richmond",Melbourne,VIC,Corporate,Connor Betts,Low,Artisan 479 Labels,Office Supplies,Wrap Bag,Regular Air,2016-11-19,1.59,2.61,$1.02,46.0,80.6,4%,8.02,$87.86,0.5,88.38,87.86,2016-11
6424-1,2015-03-21,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Express Air,2015-03-21,1.94,3.08,$1.14,48.0,123.0,3%,11.25,$119.45,0.99,122.49,119.45,2015-03
6424-1,2016-03-12,Monica Federle,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Artisan 481 Labels,Office Supplies,Wrap Bag,Regular Air,2016-03-13,1.94,3.08,$1.14,19.0,137.04,9%,2.47,$128.65,0.99,128.93,128.65,2016-03
6424-1,2014-08-11,Adrian Hane,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,2014-08-13,2.29,3.69,$1.40,8.0,218.4,7%,4.67,$216.83,0.5,218.93,216.83,2014-08
6424-1,2016-01-28,Patrick ODonnell,"21 Wentworth St,Parramatta",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,Artisan Binder Labels,Technology,Small Pack,Regular Air,2016-01-29,2.45,3.89,$1.44,8.0,106.88,10%,16.35,$182.58,7.01,193.64,182.58,2016-01
6425-1,2015-06-11,Tamara Chand,"127 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,High,1 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2015-06-11,7.13,20.98,$13.85,33.0,28.6,6%,1.67,$26.63,5.42,26.62,26.63,2015-06
6425-1,2016-04-23,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Medium,10 Colored Short Pencils,Office Supplies,Small Box,Regular Air,2016-04-25,1.09,2.6,$1.51,5.0,38.96,5%,2.98,$36.46,2.4,36.24,36.46,2016-04
6425-1,2015-08-30,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,NSW,Home Office,Leighton Forrest,High,Artisan Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Small Box,Regular Air,2015-09-01,1.76,3.38,$1.62,10.0,121.82,1%,4.29,$113.25,0.85,128.72,113.25,2015-08
6425-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Straight Scissors,Office Supplies,Small Box,Regular Air,2016-10-02,5.19,12.98,$7.79,42.0,364.0,1%,3.63,$360.36,3.14,371.53,360.36,2016-09
6425-1,2016-09-23,Giulietta Baptist,"53 Riley Street,Woolloomooloo Park",Sydney,NSW,Small Business,Tina Carlton,Critical,Alto Perma 2700 Stacking Storage Drawers,Office Supplies,Wrap Bag,Regular Air,2016-09-25,8.92,29.74,$20.82,8.0,783.82,10%,26.79,$761.61,6.64,756.72,761.61,2016-09
6425-1,2013-08-17,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Small Business,Tina Carlton,Low,Smiths Colored Interoffice Envelopes,Technology,Large Box,Regular Air,2013-08-17,19.83,30.98,$11.15,40.0,1146.26,4%,3.22,"$1,154.80",19.51,1154.31,1154.8,2013-08
6425-1,2016-11-09,Luke Foster,"2-4 College Street, Darlinghurst",Sydney,NSW,Corporate,Nicholas Fernandes,Critical,Office Shears by Apex,Technology,Small Box,Regular Air,2016-11-11,0.94,2.08,$1.14,48.0,81.12,4%,3.24,$77.88,2.56,82.78,77.88,2016-11
6425-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Consumer,Tina Carlton,Critical,1726 Digital Answering Machine,Technology,Small Pack,Regular Air,2016-10-08,8.82,20.99,$12.17,16.0,730.14,3%,65.71,$664.43,4.81,676.82,664.43,2016-10
6425-1,2014-05-02,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Home Office,Connor Betts,Low,Steady Colorific Eraseable Poly Binders,Technology,Small Box,Express Air,2014-05-03,3.37,5.53,$2.16,31.0,131.4,1%,6.33,$127.83,6.98,128.55,127.83,2014-05
6426-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Xit Blank Computer Paper,Office Supplies,Wrap Bag,Regular Air,2016-10-08,1.39,1.98,$0.79,41.0,730.14,2%,65.71,$664.43,4.77,676.82,664.43,2016-10
6426-1,2016-10-01,David Flashing,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Not Specified,Steady Colorific Eraseable Coloringders,Office Supplies,Wrap Bag,Regular Air,2016-10-02,3.65,5.98,$2.33,15.0,132.48,0%,6.62,$125.86,1.49,126.87,125.86,2016-10
6427-1,2016-04-11,Corey Lock,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Low,Binder Posts,Office Supplies,Small Box,Regular Air,2016-04-12,3.5,5.74,$2.24,40.0,144.84,5%,4.58,$140.36,5.01,145.39,140.36,2016-04
6427-1,2016-10-08,Sylvia Foulston,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,Tina Carlton,Not Specified,"210 Trimline Phone, White",Furniture,Large Box,Regular Air,2016-10-08,9.91,15.99,$6.08,17.0,730.14,0%,65.71,$664.43,11.28,676.82,664.43,2016-10
6428-1,2016-09-06,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Smiths Colored Interoffice Envelopes,Technology,Jumbo Drum,Delivery Truck,2016-09-08,19.83,30.98,$11.15,6.0,789.96,8%,28.76,$736.06,19.51,774.16,736.06,2016-09
6428-1,2016-09-30,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Medium,Wirebound Voice Message Log Book,Office Supplies,Small Pack,Regular Air,2016-10-02,2.9,4.76,$1.86,22.0,65.13,3%,0.65,$64.97,0.88,63.46,64.97,2016-09
